Item Type,Order ID,Units Sold,Total Cost,Total Profit
Cereal,182587897,671,78580.81,59443.89
Beverages,189063394,6914,219796.06,108273.24
Fruits,111122691,2529,17500.68,6094.89
Cosmetics,691002118,1737,457404.21,302012.19
Clothes,941250503,5795,207692.80,425584.80
Baby Food,394729173,7989,1273606.38,765825.54
Snacks,454611957,8635,841394.40,476133.90
Cereal,344385182,83,9720.13,7352.97
Meat,257847678,1713,624713.97,97983.60
Snacks,909110772,4935,480866.40,272115.90
Household,382598292,8192,4116807.68,1357660.16
Office Supplies,883046567,1957,1027346.72,247071.25
Household,185504424,3736,1877489.44,619167.28
Household,185333192,3065,1540285.10,507962.45
Snacks,148206698,6510,634334.40,358961.40
Vegetables,760111272,2672,242964.96,168683.36
Fruits,977345740,7178,49671.76,17298.98
Clothes,276521432,7691,275645.44,564827.04
Clothes,904562175,8904,319119.36,653909.76
Cereal,228704297,7539,882892.29,667880.01
Household,186496627,7351,3694171.54,1218281.23
Fruits,535800492,4127,28558.84,9946.07
Meat,204789721,684,249447.96,39124.80
Beverages,441950643,1871,59479.09,29299.86
Cereal,766082084,9567,1120391.37,847540.53
Office Supplies,316295373,7684,4033792.64,970105.00
Vegetables,102014338,7165,651513.45,452326.45
Baby Food,752975308,981,156391.02,94038.66
Household,269227111,9140,4593215.60,1514772.20
Meat,771131074,3676,1340600.44,210267.20
Meat,849361026,3657,1333671.33,209180.40
Personal Care,514903295,182,10313.94,4560.92
Household,749056708,1381,694007.74,228873.13
Personal Care,353432595,7414,420151.38,185794.84
Cosmetics,899954783,5474,1441468.42,951764.38
Snacks,880859601,4785,466250.40,263844.90
Vegetables,658695876,1602,145669.86,101134.26
Cereal,216324937,4211,493150.21,373052.49
Personal Care,506920611,7929,449336.43,198700.74
Baby Food,303969228,104,16579.68,9969.44
Snacks,251269614,5117,498600.48,282151.38
Cereal,612933099,9380,1098491.80,830974.20
Baby Food,823383510,6333,1009606.86,607081.38
Office Supplies,837357175,1451,761716.96,183188.75
Office Supplies,679902923,7239,3800185.44,913923.75
Snacks,896382081,8232,802126.08,453912.48
Personal Care,302468478,5999,339963.33,150334.94
Cereal,934148442,4138,484601.18,366585.42
Vegetables,397720801,3278,298068.54,206940.14
Personal Care,419796884,6082,344666.94,152414.92
Meat,997300517,2240,816905.60,128128.00
Office Supplies,847468030,3478,1825810.88,439097.50
Household,557848250,8549,4296214.46,1416825.77
Meat,336302506,8240,3005045.60,471328.00
Cereal,461004626,368,43096.48,32601.12
Meat,830440938,4783,1744312.27,273587.60
Snacks,513410270,8363,814890.72,461135.82
Snacks,899023950,20,1948.80,1102.80
Personal Care,746705806,5696,322792.32,142741.76
Household,236192166,3366,1691549.64,557847.18
Beverages,517531859,8033,255369.07,125796.78
Snacks,561086213,6734,656160.96,371312.76
Cereal,307529056,3536,414100.96,313254.24
Baby Food,217846715,4539,723607.38,435108.54
Cosmetics,823338019,2871,756020.43,499180.77
Personal Care,475614297,3695,209395.65,92596.70
Snacks,296599376,9201,896545.44,507343.14
Snacks,128529584,3615,352245.60,199331.10
Clothes,783953750,8191,293565.44,601547.04
Meat,895733201,6214,2266183.66,355440.80
Cereal,967041766,8003,937231.33,708985.77
Vegetables,221365773,5906,537032.58,372845.78
Baby Food,652504050,9303,1483084.26,891785.58
Household,274567925,9605,4826896.70,1591836.65
Cereal,771981227,5255,615413.05,465540.45
Clothes,749480283,6726,241059.84,493957.44
Baby Food,682113921,1522,242637.24,145898.92
Vegetables,665243470,9181,834828.33,579596.53
Baby Food,864542758,6269,999403.98,600946.34
Fruits,165998113,1385,9584.20,3337.85
Cosmetics,225908362,159,41869.47,27645.33
Clothes,520884835,253,9067.52,18580.32
Cereal,597851359,6358,744585.38,563255.22
Cereal,524044263,5198,608737.78,460490.82
Meat,437012374,528,192556.32,30201.60
Cereal,994617021,8134,952572.74,720591.06
Personal Care,225032031,834,47262.78,20900.04
Office Supplies,276743733,3475,1824236.00,438718.75
Vegetables,668550956,7939,721893.27,501189.07
Personal Care,539565026,8136,461067.12,203888.16
Personal Care,899209773,5009,283860.03,125525.54
Personal Care,577221524,1531,86761.77,38366.86
Beverages,273649108,7707,245005.53,120691.62
Office Supplies,308853852,5573,2925602.08,703591.25
Office Supplies,173509585,4197,2203257.12,529871.25
Clothes,778602635,4677,167623.68,343478.88
Vegetables,405431830,5143,467652.99,324677.59
Beverages,555608499,5756,182983.24,90138.96
Vegetables,101056468,3709,337259.37,234149.17
Cereal,234012067,8226,963346.86,728741.34
Beverages,417024123,5560,176752.40,87069.60
Fruits,632953965,3999,27673.08,9637.59
Office Supplies,934975421,8859,4650620.64,1118448.75
Beverages,996574819,7490,238107.10,117293.40
Beverages,561550986,4271,135775.09,66883.86
Personal Care,794015252,5613,318088.71,140661.78
Cereal,228391444,4959,580748.49,439317.81
Vegetables,619415891,7782,707617.26,491277.66
Office Supplies,192137420,6587,3457911.52,831608.75
Cereal,391917359,5911,692237.21,523655.49
Vegetables,934429538,7320,665607.60,462111.60
Personal Care,255660283,4414,250141.38,110614.84
Clothes,461908423,7822,280340.48,574447.68
Cosmetics,579785287,205,53982.65,35643.35
Meat,606214702,1257,458415.33,71900.40
Baby Food,158432996,2699,430274.58,258726.14
Cereal,723988997,3288,385057.68,291283.92
Beverages,710744035,3809,121088.11,59648.94
Snacks,396871936,2080,202675.20,114691.20
Household,580859029,7949,3994690.46,1317387.77
Household,331504142,8297,4169574.38,1375061.81
Personal Care,137918603,2034,115266.78,50972.04
Office Supplies,559526240,5103,2678870.88,644253.75
Snacks,876063382,5478,533776.32,302056.92
Household,437578856,8162,4101731.48,1352688.26
Office Supplies,914433991,194,101842.24,24492.50
Household,447302615,5639,2833823.06,934551.47
Snacks,397171056,596,58074.24,32863.44
Vegetables,395338141,8196,745262.28,517413.48
Meat,593415200,3600,1312884.00,205920.00
Personal Care,313326060,8999,509973.33,225514.94
Household,297307050,8618,4330889.72,1428261.14
Beverages,457906997,3711,117972.69,58114.26
Fruits,327987229,7565,52349.80,18231.65
Personal Care,410721576,496,28108.32,12429.76
Clothes,829596364,4854,173967.36,356477.76
Personal Care,878410422,19,1076.73,476.14
Clothes,371275079,7401,265251.84,543529.44
Clothes,992614161,5443,195077.12,399733.92
Fruits,447163999,4619,31963.48,11131.79
Personal Care,109973418,2433,137878.11,60970.98
Cosmetics,976403748,8422,2217765.26,1464333.14
Office Supplies,512128818,9153,4804958.88,1155566.25
Vegetables,303134953,3224,293158.32,203531.12
Cosmetics,205720984,6266,1650025.78,1089469.42
Beverages,596498239,5939,188800.81,93004.74
Household,122390544,6937,3486119.98,1149669.01
Fruits,650634229,5982,41395.44,14416.62
Meat,518778121,6829,2490468.01,390618.80
Cereal,384683549,5265,616584.15,466426.35
Snacks,976524341,4108,400283.52,226515.12
Cosmetics,842786824,8205,2160622.65,1426603.35
Clothes,402269828,9436,338186.24,692979.84
Beverages,594084680,1713,54456.27,26825.58
Cereal,627655208,5979,700200.69,529679.61
Office Supplies,232717740,5206,2732941.76,657257.50
Fruits,109321105,9399,65041.08,22651.59
Personal Care,577826631,595,33718.65,14910.70
Personal Care,228908145,7862,445539.54,197021.72
Cosmetics,873551976,2297,604869.01,399379.39
Cosmetics,793056952,2031,534823.23,353129.97
Office Supplies,589034402,7224,3792311.04,912030.00
Household,933408153,5070,2547877.80,840251.10
Personal Care,318414533,4791,271505.97,120062.46
Clothes,906602370,2643,94725.12,194101.92
Meat,880832993,6912,2520737.28,395366.40
Meat,294280230,2915,1063071.35,166738.00
Beverages,620430409,8000,254320.00,125280.00
Cosmetics,703082358,6549,1724548.17,1138674.63
Cosmetics,806347405,4971,1309013.43,864307.77
Vegetables,364649379,6709,610049.37,423539.17
Office Supplies,232724606,7238,3799660.48,913797.50
Personal Care,435621917,9061,513486.87,227068.66
Personal Care,618702638,6714,380482.38,168252.84
Fruits,497640597,1766,12220.72,4256.06
Vegetables,308422124,7815,710617.95,493360.95
Office Supplies,357346045,5491,2882555.36,693238.75
Baby Food,571023690,7454,1188316.68,714540.44
Household,946378886,3398,1707630.92,563150.54
Clothes,200647962,5046,180848.64,370578.24
Household,721379745,1152,578926.08,190920.96
Meat,916435563,2503,912819.07,143171.60
Household,163989245,6917,3476069.18,1146354.41
Baby Food,162527120,4241,676100.22,406542.26
Household,880848014,1357,681946.78,224895.61
Meat,108063256,7174,2616286.06,410352.80
Meat,203596675,7635,2784408.15,436722.00
Fruits,447184598,715,4947.80,1723.15
Household,188875854,1417,712099.18,234839.41
Cosmetics,199031770,6778,1784850.74,1178490.86
Office Supplies,418326175,866,454615.36,109332.50
Clothes,407745397,9779,350479.36,718169.76
Clothes,698588263,6646,238192.64,488082.24
Personal Care,542466104,6630,375722.10,166147.80
Personal Care,161302745,1922,108919.74,48165.32
Clothes,297334516,6745,241740.80,495352.80
Vegetables,863110244,2356,214231.08,148734.28
Cosmetics,491491258,2040,537193.20,354694.80
Fruits,585651385,6114,42308.88,14734.74
Office Supplies,369076955,6927,3636397.92,874533.75
Office Supplies,935566794,3860,2026345.60,487325.00
Beverages,299232232,8322,264556.38,130322.52
Household,144497096,8757,4400742.78,1451297.61
Beverages,876097714,5637,179200.23,88275.42
Office Supplies,269082915,6469,3395966.24,816711.25
Fruits,218814027,788,5452.96,1899.08
Baby Food,890964877,5161,822766.62,494733.46
Personal Care,271521794,8188,464013.96,205191.28
Office Supplies,916783607,5497,2885705.12,693996.25
Vegetables,503361642,4750,431917.50,299867.50
Office Supplies,378179728,641,336499.36,80926.25
Personal Care,608474195,9891,560522.97,247868.46
Household,431793868,6256,3143890.24,1036806.88
Fruits,506000077,5522,38212.24,13308.02
Fruits,659266650,507,3508.44,1221.87
Cereal,340079915,6059,709569.49,536766.81
Office Supplies,867238700,4058,2130287.68,512322.50
Office Supplies,479854333,8415,4417538.40,1062393.75
Clothes,187350642,73,2616.32,5361.12
Office Supplies,619463956,2005,1052544.80,253131.25
Snacks,676243102,4216,410807.04,232470.24
Baby Food,678049409,8743,1393809.06,838103.98
Baby Food,115556704,4652,741621.84,445940.72
Clothes,799751317,3042,109025.28,223404.48
Cosmetics,111932075,2043,537983.19,355216.41
Cereal,453710305,1817,212788.87,160968.03
Fruits,697009837,9555,66120.60,23027.55
Fruits,234066998,4481,31008.52,10799.21
Household,327430617,2851,1432741.54,472496.23
Baby Food,959962022,2950,470289.00,282787.00
Clothes,384835040,95,3404.80,6976.80
Cosmetics,975536000,1636,430807.88,284451.32
Personal Care,675863730,1952,110619.84,48917.12
Baby Food,649929559,7454,1188316.68,714540.44
Clothes,332157313,1585,56806.40,116402.40
Clothes,577283322,9818,351877.12,721033.92
Baby Food,510356414,4659,742737.78,446611.74
Fruits,676737916,643,4449.56,1549.63
Office Supplies,792101657,9337,4901551.52,1178796.25
Cosmetics,192433965,4341,1143115.53,754769.67
Cosmetics,984033668,6284,1654765.72,1092599.08
Beverages,393512094,7828,248852.12,122586.48
Baby Food,217793071,8664,1381214.88,830531.04
Household,974112927,517,259813.18,85682.41
Office Supplies,550020492,2141,1123939.36,270301.25
Vegetables,953377091,4322,392999.46,272847.86
Clothes,662356555,4879,174863.36,358313.76
Meat,475445210,3658,1334036.02,209237.60
Beverages,361441886,7541,239728.39,118092.06
Household,809457910,5438,2732812.52,901239.74
Clothes,578917109,3292,117985.28,241764.48
Snacks,749555814,9077,884462.88,500505.78
Snacks,671422851,7797,759739.68,429926.58
Cereal,214879548,6488,759809.68,574771.92
Vegetables,220599734,9218,838192.74,581932.34
Beverages,249569737,2086,66313.94,32666.76
Office Supplies,833088386,8221,4315696.16,1037901.25
Snacks,322767007,2785,271370.40,153564.90
Clothes,740529429,7969,285608.96,585243.36
Baby Food,128611981,7998,1275041.16,766688.28
Snacks,199563491,4127,402134.88,227562.78
Fruits,486245286,9640,66708.80,23232.40
Cereal,591831195,4857,568803.27,430281.63
Fruits,639807546,2126,14711.92,5123.66
Office Supplies,823973166,825,433092.00,104156.25
Vegetables,958439385,2368,215322.24,149491.84
Household,927630031,5195,2610695.30,860967.35
Snacks,236281430,9781,953060.64,539324.34
Vegetables,259442412,3630,330075.90,229161.90
Meat,192474305,6279,2289888.51,359158.80
Clothes,201050937,4295,153932.80,315424.80
Cereal,971158635,6276,734982.36,555990.84
Snacks,559096229,7853,765196.32,433014.42
Snacks,241475045,6687,651581.28,368721.18
Office Supplies,465218913,7469,3920926.24,942961.25
Cereal,397564160,6925,810986.75,613485.75
Baby Food,176059615,8807,1404011.94,844239.02
Household,458566606,8904,4474616.16,1475659.92
Beverages,173258960,31,985.49,485.46
Fruits,568623006,7038,48702.96,16961.58
Cosmetics,263457572,1805,475310.65,313835.35
Cosmetics,196873986,8242,2170365.86,1433036.54
Personal Care,478296077,7293,413294.31,182762.58
Personal Care,837460172,1930,109373.10,48365.80
Personal Care,174415099,2159,122350.53,54104.54
Meat,609522187,15,5470.35,858.00
Meat,733455264,4566,1665174.54,261175.20
Meat,557200658,6912,2520737.28,395366.40
Office Supplies,162057197,5181,2719817.76,654101.25
Beverages,149636209,9534,303085.86,149302.44
Baby Food,291861522,7165,1142244.30,686836.90
Cereal,880969464,7296,854434.56,646352.64
Snacks,479508864,6184,602568.96,340985.76
Clothes,870341050,2112,75694.08,155105.28
Fruits,306639850,401,2774.92,966.41
Personal Care,261891591,8396,475801.32,210403.76
Cosmetics,479895102,480,126398.40,83457.60
Baby Food,324761712,3062,488144.04,293523.32
Office Supplies,130915248,9586,5032266.56,1210232.50
Fruits,753092038,5524,38226.08,13312.84
Meat,416340911,3382,1233381.58,193450.40
Cereal,566023194,7696,901278.56,681788.64
Clothes,917812716,33,1182.72,2423.52
Fruits,807695806,3993,27631.56,9623.13
Cosmetics,541971290,203,53455.99,35295.61
Cereal,947250497,1327,155404.97,117558.93
Personal Care,220457255,7056,399863.52,176823.36
Snacks,678827893,9114,888068.16,502545.96
Office Supplies,209911239,6255,3283624.80,789693.75
Vegetables,821568620,9267,842648.31,585025.71
Beverages,991973865,5965,189627.35,93411.90
Fruits,619613301,6200,42904.00,14942.00
Vegetables,573285758,6850,622870.50,432440.50
Beverages,442102563,6828,217062.12,106926.48
Cosmetics,785487544,2074,546146.42,360606.38
Household,883177030,564,283432.56,93471.72
Cosmetics,985219848,7302,1922835.66,1269598.74
Fruits,961977326,9323,64515.16,22468.43
Meat,754123294,696,253824.24,39811.20
Vegetables,822644078,7519,683702.67,474674.47
Cosmetics,798838508,2921,769186.93,507874.27
Vegetables,834317910,2065,187770.45,130363.45
Cereal,251006114,7142,836399.62,632709.78
Office Supplies,691139447,2376,1247304.96,299970.00
Personal Care,267266738,9022,511276.74,226091.32
Meat,312249314,366,133476.54,20935.20
Cosmetics,429261004,6725,1770894.25,1169275.75
Fruits,741788136,449,3107.08,1082.09
Household,543629539,916,460326.64,151808.68
Baby Food,548896539,9538,1520547.96,914312.68
Beverages,642012965,4758,151256.82,74510.28
Beverages,327715146,7049,224087.71,110387.34
Meat,981051909,3916,1428126.04,223995.20
Beverages,897384583,4895,155612.05,76655.70
Household,242386996,6553,3293144.62,1086028.69
Household,602045476,7490,3764024.60,1241317.70
Office Supplies,932658851,3335,1750741.60,421043.75
Household,710838449,1748,878439.92,289696.04
Meat,383508098,7423,2707093.87,424595.60
Snacks,917904126,7084,690264.96,390611.76
Personal Care,651575362,4484,254108.28,112369.04
Fruits,242383134,5410,37437.20,13038.10
Clothes,418501269,2680,96051.20,196819.20
Meat,628416097,1143,416840.67,65379.60
Cosmetics,390926444,2677,704934.41,465449.99
Cereal,645143640,1194,139829.34,105776.46
Personal Care,600491511,7637,432788.79,191383.22
Baby Food,886706387,4980,793911.60,477382.80
Meat,403837096,3226,1176489.94,184527.20
Fruits,372244966,4412,30531.04,10632.92
Fruits,282603824,7606,52633.52,18330.46
Office Supplies,145899999,3907,2051018.72,493258.75
Clothes,943432319,1443,51717.12,105973.92
Baby Food,576812112,377,60101.34,36139.22
Beverages,617963206,7900,251141.00,123714.00
Cereal,459121930,3237,379085.07,286765.83
Cosmetics,462837111,2641,695454.53,459190.67
Personal Care,611970078,4400,249348.00,110264.00
Snacks,959694659,3831,373292.64,211241.34
Cosmetics,279497182,8282,2180899.06,1439991.34
Beverages,115176475,2133,67808.07,33402.78
Fruits,730843865,1796,12428.32,4328.36
Fruits,660923182,712,4927.04,1715.92
Beverages,760150754,4355,138445.45,68199.30
Fruits,153575408,5231,36198.52,12606.71
Cereal,286558473,7875,922241.25,697646.25
Vegetables,874773776,3855,350535.15,243366.15
Meat,354207646,6769,2468586.61,387186.80
Office Supplies,831158912,7247,3804385.12,914933.75
Office Supplies,432238900,7951,4173956.96,1003813.75
Fruits,954371440,8572,59318.24,20658.52
Cosmetics,214792859,835,219880.55,145181.45
Meat,601051986,3494,1274226.86,199856.80
Meat,521010148,7336,2675365.84,419619.20
Office Supplies,252841174,177,92917.92,22346.25
Cosmetics,595031392,1867,491637.11,324615.29
Beverages,616379630,9285,295170.15,145403.10
Office Supplies,805997216,1342,704496.32,169427.50
Snacks,823307979,3981,387908.64,219512.34
Personal Care,848048245,5176,293323.92,129710.56
Household,230266845,9931,4990724.74,1645864.63
Meat,640325105,5283,1926657.27,302187.60
Snacks,218896853,5298,516237.12,292131.72
Snacks,326968419,6076,592045.44,335030.64
Cosmetics,595838630,746,196444.18,129707.02
Baby Food,277118813,4470,712607.40,428494.20
Personal Care,492732799,9440,534964.80,236566.40
Cereal,184916913,9879,1156929.69,875180.61
Personal Care,166219985,7042,399070.14,176472.52
Baby Food,869503343,4216,672114.72,404145.76
Vegetables,997940814,1718,156217.74,108457.34
Office Supplies,675018727,1897,995849.12,239496.25
Baby Food,994535911,4132,658723.44,396093.52
Clothes,870603692,9834,352450.56,722208.96
Vegetables,187645900,7446,677064.78,470065.98
Cosmetics,250398862,7442,1959701.86,1293940.54
Snacks,633911406,7327,713942.88,404010.78
Personal Care,533544862,6636,376062.12,166298.16
Clothes,114973056,1937,69422.08,142253.28
Personal Care,964182317,1829,103649.43,45834.74
Cosmetics,237471473,1941,511123.53,337481.67
Personal Care,111451852,9935,563016.45,248971.10
Snacks,133047282,502,48914.88,27680.28
Clothes,369494092,368,13189.12,27025.92
Fruits,958341109,3286,22739.12,7919.26
Baby Food,757449662,5042,803795.64,483326.12
Clothes,494993579,8455,303027.20,620935.20
Baby Food,519459187,8372,1334664.24,802539.92
Vegetables,349645316,6674,606866.82,421329.62
Cosmetics,924663293,7271,1914672.43,1264208.77
Snacks,553936946,1107,107866.08,61039.98
Personal Care,767202603,1154,65397.18,28919.24
Household,464509093,7418,3727841.72,1229385.14
Cosmetics,866217744,1935,509543.55,336438.45
Cosmetics,563002383,3771,993017.43,655663.77
Personal Care,465849339,4027,228210.09,100916.62
Vegetables,656057441,831,75562.83,52461.03
Fruits,835238015,4344,30060.48,10469.04
Baby Food,775314891,1760,280579.20,168713.60
Vegetables,768524396,2302,209320.86,145325.26
Clothes,277415359,2224,79708.16,163330.56
Household,184849107,9813,4931425.02,1626308.49
Household,543999469,387,194482.98,64137.51
Beverages,128352773,1293,41104.47,20248.38
Beverages,481707847,6911,219700.69,108226.26
Personal Care,968176019,3654,207072.18,91569.24
Fruits,122181117,4963,34343.96,11960.83
Clothes,598459470,6311,226186.24,463479.84
Cosmetics,622059905,204,53719.32,35469.48
Vegetables,738343751,1178,107115.54,74367.14
Baby Food,662984836,801,127695.42,76783.86
Beverages,631969487,2670,84879.30,41812.20
Clothes,951596534,7416,265789.44,544631.04
Baby Food,648477303,7700,1227534.00,738122.00
Cosmetics,619535624,3214,846342.62,558818.18
Household,482007825,5682,2855432.28,941677.86
Snacks,823442733,3858,375923.52,212730.12
Snacks,951701676,8530,831163.20,470344.20
Baby Food,244958484,7514,1197881.88,720292.04
Fruits,401699483,658,4553.36,1585.78
Household,490723502,4844,2434303.76,802796.12
Cosmetics,101141870,8982,2365230.06,1561700.34
Household,692378413,9013,4529393.02,1493724.49
Clothes,644169461,2913,104401.92,213930.72
Office Supplies,206563842,5686,2984922.56,717857.50
Cereal,149922883,4368,511536.48,386961.12
Vegetables,414920413,3026,275154.18,191031.38
Personal Care,562542760,7758,439645.86,194415.48
Vegetables,224088752,1696,154217.28,107068.48
Snacks,451169717,10000,974400.00,551400.00
Vegetables,565709483,4862,442101.66,306938.06
Snacks,409944379,506,49304.64,27900.84
Household,796423232,8188,4114797.52,1356997.24
Household,358007371,1192,599027.68,197550.16
Clothes,497870624,9836,352522.24,722355.84
Snacks,439499318,6470,630436.80,356755.80
Personal Care,376692283,472,26748.24,11828.32
Clothes,123560845,3255,116659.20,239047.20
Beverages,464528834,3260,103635.40,51051.60
Household,904332578,961,482940.94,159266.53
Vegetables,118020904,3863,351262.59,243871.19
Vegetables,900955140,1502,136576.86,94821.26
Cereal,718809115,446,52231.06,39511.14
Personal Care,257569158,9292,526577.64,232857.52
Cosmetics,273534095,3672,966947.76,638450.64
Household,243315255,1246,626164.84,206499.58
Vegetables,613836467,6706,609776.58,423349.78
Snacks,552334058,6777,660350.88,373683.78
Cosmetics,196356856,5212,1372475.96,906210.44
Baby Food,203766191,7799,1243316.58,747612.14
Baby Food,402735888,7354,1172374.68,704954.44
Household,241752278,8726,4385164.04,1446159.98
Clothes,139614188,3796,136048.64,278778.24
Office Supplies,135432946,6473,3398066.08,817216.25
Fruits,338632380,7701,53290.92,18559.41
Vegetables,478948819,454,41282.22,28661.02
Baby Food,356431090,4735,754853.70,453897.10
Fruits,291440522,2582,17867.44,6222.62
Fruits,674650943,3061,21182.12,7377.01
Beverages,617048680,7272,231176.88,113879.52
Cosmetics,199932563,3343,880312.19,581247.41
Household,924913918,1437,722149.98,238154.01
Vegetables,763916575,8745,795182.85,552071.85
Household,909176862,4492,2257409.68,744459.16
Office Supplies,823243606,4932,2589102.72,622665.00
Beverages,488978135,8351,265478.29,130776.66
Household,859554278,67,33670.18,11103.91
Beverages,708458364,7428,236136.12,116322.48
Cereal,679489219,4814,563767.54,426472.26
Cosmetics,136758172,8637,2274381.21,1501715.19
Office Supplies,314689052,2338,1227356.48,295172.50
Snacks,268018186,1392,135636.48,76754.88
Vegetables,921794402,8303,754991.79,524168.39
Household,121379029,7607,3822821.78,1260708.11
Beverages,282445895,872,27720.88,13655.52
Meat,740981328,1696,618514.24,97011.20
Vegetables,903284156,710,64560.30,44822.30
Household,695965707,573,287955.42,94963.29
Vegetables,115949809,980,89111.40,61867.40
Vegetables,580472791,3653,332167.29,230613.89
Vegetables,877083480,7347,668062.71,463816.11
Office Supplies,313643205,2849,1495611.04,359686.25
Clothes,968325793,7975,285824.00,585684.00
Meat,939617574,2575,939076.75,147290.00
Personal Care,196317374,3528,199931.76,88411.68
Baby Food,127536523,9746,1553707.32,934251.56
Personal Care,392698848,7171,406380.57,179705.26
Cosmetics,271540677,3775,994070.75,656359.25
Vegetables,914110839,4566,415186.38,288251.58
Clothes,390770661,6577,235719.68,483014.88
Baby Food,442193973,3878,618230.76,371745.08
Meat,629367101,2566,935794.54,146775.20
Clothes,583588874,5771,206832.64,423822.24
Snacks,456470620,8655,843343.20,477236.70
Cosmetics,469936168,3410,897955.30,592896.70
Snacks,466221845,4259,414996.96,234841.26
Baby Food,357876479,2458,391854.36,235623.88
Meat,577761399,1292,471179.48,73902.40
Vegetables,729050433,1079,98113.47,68117.27
Vegetables,935229909,4168,378996.24,263125.84
Vegetables,490098655,9938,903662.34,627385.94
Beverages,107767999,9801,311573.79,153483.66
Clothes,572661769,2198,78776.32,161421.12
Fruits,489516294,7604,52619.68,18325.64
Cereal,333380401,3524,412695.64,312191.16
Vegetables,199615418,9493,863198.49,599293.09
Personal Care,253895175,2079,117816.93,52099.74
Snacks,282205998,9881,962804.64,544838.34
Vegetables,140846717,8528,775451.04,538372.64
Baby Food,206428658,5682,905824.44,544676.52
Baby Food,925875651,6035,962099.70,578515.10
Cosmetics,566424024,6311,1661875.63,1097293.57
Vegetables,165622603,264,24005.52,16666.32
Cereal,381332719,3680,430964.80,326011.20
Office Supplies,141728198,9378,4923074.88,1183972.50
Personal Care,695295369,2206,125014.02,55282.36
Vegetables,660833060,4043,367629.99,255234.59
Beverages,977452600,8800,279752.00,137808.00
Snacks,854577815,7421,723102.24,409193.94
Fruits,921945035,2878,19915.76,6935.98
Meat,979603087,5177,1888000.13,296124.40
Meat,447913300,6354,2317240.26,363448.80
Personal Care,617549502,5476,310324.92,137228.56
Office Supplies,599498021,3641,1911379.36,459676.25
Cereal,475057685,8981,1051764.91,795626.79
Fruits,845839822,1655,11452.60,3988.55
Snacks,583768260,8856,862928.64,488319.84
Fruits,881079328,9807,67864.44,23634.87
Vegetables,300321853,765,69561.45,48294.45
Vegetables,624357163,14,1273.02,883.82
Snacks,106359088,2873,279945.12,158417.22
Cereal,219813954,6689,783348.79,592578.51
Office Supplies,708520591,5843,3067341.28,737678.75
Beverages,936590325,6745,214423.55,105626.70
Snacks,338446986,2839,276632.16,156542.46
Baby Food,668826901,9598,1530113.16,920064.28
Personal Care,152778899,9526,539838.42,238721.56
Vegetables,235664308,7160,651058.80,452010.80
Baby Food,633156955,4068,648520.56,389958.48
Vegetables,681243169,3847,349807.71,242861.11
Cereal,686221778,7128,834760.08,631469.52
Personal Care,574704110,6572,372435.24,164694.32
Personal Care,343613994,1871,106029.57,46887.26
Fruits,510187757,4750,32870.00,11447.50
Cereal,761974227,3961,463872.71,350904.99
Cosmetics,406834733,293,77155.69,50943.91
Clothes,622943103,1562,55982.08,114713.28
Beverages,408785665,7617,242144.43,119282.22
Clothes,633161246,5338,191313.92,392022.72
Cereal,885181176,3636,425811.96,322113.24
Snacks,824269282,8453,823660.32,466098.42
Household,630161893,7763,3901218.02,1286561.99
Office Supplies,552907836,6570,3448987.20,829462.50
Personal Care,462868440,1912,108353.04,47914.72
Beverages,300717532,7855,249710.45,123009.30
Personal Care,527441442,498,28221.66,12479.88
Fruits,774338996,2971,20559.32,7160.11
Baby Food,293021523,435,69347.70,41699.10
Fruits,205412852,5083,35174.36,12250.03
Baby Food,353749310,1137,181260.54,108992.82
Meat,650579726,9853,3593290.57,563591.60
Meat,628765428,4517,1647304.73,258372.40
Cosmetics,791480243,5447,1434358.51,947069.89
Cereal,362210500,4991,584496.01,442152.69
Vegetables,434755027,2529,229961.97,159655.77
Fruits,823225152,9471,65539.32,22825.11
Clothes,512044703,4261,152714.24,312927.84
Cereal,805950009,7373,863452.03,653174.07
Beverages,379989898,6310,200594.90,98814.60
Meat,229525697,609,222096.21,34834.80
Fruits,520231235,6838,47318.96,16479.58
Cosmetics,138092839,3595,946671.35,625062.65
Household,739409339,6510,3271535.40,1078902.30
Meat,900792062,3244,1183054.36,185556.80
Beverages,169164836,8489,269865.31,132937.74
Household,411763989,8970,4507783.80,1486598.10
Personal Care,866138350,8440,478294.80,211506.40
Office Supplies,390149247,2687,1410567.52,339233.75
Baby Food,611970508,4527,721694.34,433958.22
Personal Care,980088460,8810,499262.70,220778.60
Baby Food,113301932,7414,1181939.88,710706.04
Meat,750722253,4252,1550661.88,243214.40
Personal Care,301773250,265,15017.55,6640.90
Vegetables,296191251,8428,766358.04,532059.64
Cosmetics,534025084,8745,2302820.85,1520493.15
Baby Food,435636079,3251,518274.42,311640.86
Cereal,391698062,1016,118983.76,90007.44
Cereal,413197362,3136,367256.96,277818.24
Fruits,581432807,7743,53581.56,18660.63
Cereal,598015725,4997,585198.67,442684.23
Meat,234869945,2091,762566.79,119605.20
Cereal,684231793,8248,965923.28,730690.32
Office Supplies,508650100,9723,5104186.08,1227528.75
Baby Food,590986192,4802,765534.84,460319.72
Fruits,984413897,8803,60916.76,21215.23
Office Supplies,462419545,9074,4763487.04,1145592.50
Baby Food,568801963,9996,1593562.32,958216.56
Beverages,667672479,7978,253620.62,124935.48
